Temperature_K,SOC,Frequency_Hz,Re_Z,Im_Z
278.15,0.3,380.0422956,0.0107521160618,-0.00028506162
278.15,0.3,443.6687331,0.0106979130831,-0.000271106814
278.15,0.3,517.9474679,0.0106623971422,-0.000262721017
278.15,0.3,604.6619009,0.0106753938244,-0.000296009175
278.15,0.3,705.8940087,0.0106105687407,-0.000274846776
278.15,0.3,824.074331,0.0105973346195,-0.000283340698
278.15,0.3,962.0403271,0.0105506903855,-0.000167371758
278.15,0.3,1123.104502,0.0105689059806,-0.000181863033
278.15,0.3,1311.133937,0.0104649091218,-0.000180480154
278.15,0.3,1530.643141,0.0105354912767,-0.000102850212
278.15,0.3,1786.902434,0.0104479834269,-0.000124537121
278.15,0.3,2086.064493,0.0103990309223,-1.20774285e-05
278.15,0.3,2435.312073,0.0104578490712,6.39940797e-05
278.15,0.3,2843.030459,0.0105107971497,2.36883949e-05
278.15,0.3,3319.008796,0.0104573103942,3.50004195e-06
278.15,0.3,3874.67512,0.0103659170674,5.10434964e-06
278.15,0.3,4523.370745,0.0104150133591,0.000233182753
278.15,0.3,5280.670575,0.0103418776225,0.000207761175
278.15,0.3,6164.757056,0.0103461858258,0.000186770667
278.15,0.3,7196.85673,0.0103449742695,0.000372907411
278.15,0.3,8401.749869,0.0102088548858,0.00031463343
278.15,0.3,9808.365445,0.0103272642088,0.000471266004
278.15,0.3,11450.4757,0.0102533864629,0.000590126358
278.15,0.3,13367.507,0.0102600570259,0.000709409713
278.15,0.3,15605.48645,0.010209770824,0.000815165826
278.15,0.3,18218.14699,0.010197687685,0.0011645448
278.15,0.3,21268.21747,0.0102177350738,0.00121839112
278.15,0.3,24828.92881,0.010300201727,0.0014869415
278.15,0.3,28985.77215,0.0103354192622,0.0017351436
278.15,0.3,33838.55153,0.0102394423611,0.00196046961
278.15,0.3,39503.78014,0.0102906161483,0.00237529892
278.15,0.3,46117.47768,0.0102122465474,0.00283507495
278.15,0.3,53838.43622,0.0101170875865,0.00336328666
278.15,0.3,62852.03269,0.0102220430771,0.00386584173
278.15,0.3,73374.67971,0.0102332845881,0.00457016821
278.15,0.3,85659.02154,0.0101786827944,0.00530643668
278.15,0.3,100000,0.0102167889836,0.00626539496
278.15,0.5,0.001,0.0128566480397,-0.000978139985
278.15,0.5,0.001167419359,0.0127425627668,-0.000724994544
278.15,0.5,0.001362867959,0.0126772894702,-0.000758917347
278.15,0.5,0.001591038439,0.012726164864,-0.000724134191
278.15,0.5,0.001857409075,0.0126890991305,-0.000843738314
278.15,0.5,0.002168375311,0.0126354902406,-0.000714359806
278.15,0.5,0.002531403315,0.0126684978129,-0.000595207225
278.15,0.5,0.002955209235,0.0126567560007,-0.000475498325
278.15,0.5,0.003449968471,0.0124599586982,-0.000646106714
278.15,0.5,0.00402755998,0.0124649782142,-0.000621487503
278.15,0.5,0.004701851489,0.0124159016223,-0.000523214974
278.15,0.5,0.005489032451,0.0123410713201,-0.000503010851
278.15,0.5,0.006408002744,0.0123061925507,-0.000519269948
278.15,0.5,0.007480826455,0.0121697263767,-0.000454210704
278.15,0.5,0.008733261624,0.012196902569,-0.000426887112
278.15,0.5,0.01019537869,0.012239831372,-0.000327037931
278.15,0.5,0.01190228245,0.0121369553704,-0.00027910974
278.15,0.5,0.01389495494,0.0120273558245,-0.0001864828
278.15,0.5,0.01622123939,0.0120820101052,-0.000205233191
278.15,0.5,0.01893698889,0.0121053843528,-0.000191636086
278.15,0.5,0.02210740743,0.0120383388154,-0.000196579275
278.15,0.5,0.0258086154,0.0119711737702,-0.00012735787
278.15,0.5,0.03012947725,0.0120880393244,-0.000221829813
278.15,0.5,0.03517373501,0.011912374828,-1.6902073e-05
278.15,0.5,0.04106249917,0.0120103268932,-0.000112883037
278.15,0.5,0.04793715646,0.0119729811525,-3.16864555e-05
278.15,0.5,0.05596276445,0.0118970565348,-0.000150794768
